Date,Shape,Spacing_cm,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-02,V-Shape,77,6.79,32.72,31.89,81.15,0.01,64.92,0.008,0.55,0.67
2024-04-02,V-Shape,93,6.79,32.72,28.89,82.1,0.01,65.68,0.008,0.55,0.67
2024-04-02,Inverted-V,62,6.99,32.72,34.89,80.19,0.01,64.16,0.009,0.56,0.67
2024-04-02,Inverted-V,77,6.99,32.72,30.89,81.46,0.01,65.17,0.009,0.57,0.67
2024-04-02,Inverted-V,93,6.99,32.72,27.89,82.41,0.01,65.93,0.009,0.57,0.67
2024-04-03,Flat,62,5.89,32.01,36.16,79.8,0.009,63.84,0.007,0.47,0.67
2024-04-03,Flat,77,5.89,32.01,32.16,81.06,0.009,64.85,0.007,0.48,0.67
2024-04-03,Flat,93,5.89,32.01,29.16,82.01,0.009,65.61,0.007,0.48,0.67
2024-04-03,V-Shape,62,6.18,32.01,35.16,80.11,0.009,64.09,0.008,0.49,0.67
2024-04-03,V-Shape,77,6.18,32.01,31.16,81.38,0.009,65.1,0.008,0.5,0.67
2024-04-03,V-Shape,93,6.18,32.01,28.16,82.33,0.009,65.86,0.008,0.51,0.67
2024-04-03,Inverted-V,62,6.36,32.01,34.17,80.42,0.009,64.34,0.008,0.51,0.67
2024-04-03,Inverted-V,77,6.36,32.01,30.17,81.69,0.009,65.35,0.008,0.52,0.67
2024-04-03,Inverted-V,93,6.36,32.01,27.17,82.64,0.009,66.11,0.008,0.52,0.67
2024-04-04,Flat,62,6.35,32.29,36.45,79.7,0.009,63.76,0.008,0.51,0.67
2024-04-04,Flat,77,6.35,32.29,32.45,80.97,0.009,64.78,0.008,0.51,0.67
2024-04-04,Flat,93,6.35,32.29,29.45,81.92,0.009,65.54,0.008,0.52,0.67
2024-04-04,V-Shape,62,6.66,32.29,35.46,80.02,0.01,64.01,0.008,0.53,0.67
2024-04-04,V-Shape,77,6.66,32.29,31.46,81.28,0.01,65.03,0.008,0.54,0.67
2024-04-04,V-Shape,93,6.66,32.29,28.46,82.23,0.01,65.79,0.008,0.54,0.67
2024-04-04,Inverted-V,62,6.85,32.29,34.46,80.33,0.01,64.27,0.009,0.55,0.67
2024-04-04,Inverted-V,77,6.85,32.29,30.46,81.6,0.01,65.28,0.009,0.56,0.67
2024-04-04,Inverted-V,93,6.85,32.29,27.46,82.55,0.01,66.04,0.008,0.56,0.67
2024-04-05,Flat,62,6.52,33.06,37.22,79.46,0.01,63.57,0.008,0.52,0.67
2024-04-05,Flat,77,6.52,33.06,33.22,80.72,0.01,64.58,0.008,0.53,0.67
2024-04-05,Flat,93,6.52,33.06,30.22,81.67,0.01,65.34,0.008,0.53,0.67
2024-04-05,V-Shape,62,6.85,33.06,36.23,79.77,0.01,63.82,0.009,0.55,0.67
2024-04-05,V-Shape,77,6.85,33.06,32.23,81.04,0.01,64.83,0.009,0.55,0.67
2024-04-05,V-Shape,93,6.85,33.06,29.23,81.99,0.01,65.59,0.009,0.56,0.67
2024-04-05,Inverted-V,62,7.05,33.06,35.24,80.09,0.011,64.07,0.009,0.56,0.67
2024-04-05,Inverted-V,77,7.05,33.06,31.24,81.35,0.01,65.08,0.009,0.57,0.67
2024-04-05,Inverted-V,93,7.05,33.06,28.24,82.3,0.01,65.84,0.009,0.58,0.67
2024-04-06,Flat,62,7.15,33.28,37.46,79.38,0.011,63.51,0.009,0.57,0.67
2024-04-06,Flat,77,7.15,33.28,33.46,80.65,0.011,64.52,0.009,0.58,0.67
2024-04-06,Flat,93,7.15,33.28,30.46,81.6,0.011,65.28,0.009,0.58,0.67
2024-04-06,V-Shape,62,7.51,33.28,36.47,79.7,0.011,63.76,0.009,0.6,0.67
2024-04-06,V-Shape,77,7.51,33.28,32.47,80.96,0.011,64.77,0.009,0.61,0.67
2024-04-06,V-Shape,93,7.51,33.28,29.47,81.91,0.011,65.53,0.009,0.61,0.67
2024-04-06,Inverted-V,62,7.72,33.28,35.47,80.01,0.012,64.01,0.01,0.62,0.67
2024-04-06,Inverted-V,77,7.72,33.28,31.47,81.28,0.011,65.02,0.01,0.62,0.67
2024-04-06,Inverted-V,93,7.72,33.28,28.47,82.23,0.011,65.78,0.01,0.63,0.67
2024-04-07,Flat,62,7.08,32.96,37.14,79.48,0.011,63.59,0.009,0.56,0.67
2024-04-07,Flat,77,7.08,32.96,33.14,80.75,0.011,64.6,0.009,0.57,0.67
2024-04-07,Flat,93,7.08,32.96,30.14,81.7,0.011,65.36,0.009,0.58,0.67
2024-04-07,V-Shape,62,7.43,32.96,36.15,79.8,0.011,63.84,0.009,0.59,0.67
2024-04-07,V-Shape,77,7.43,32.96,32.15,81.07,0.011,64.85,0.009,0.6,0.67
2024-04-07,V-Shape,93,7.43,32.96,29.15,82.02,0.011,65.61,0.009,0.61,0.67
2024-04-07,Inverted-V,62,7.65,32.96,35.15,80.11,0.011,64.09,0.01,0.61,0.67
2024-04-07,Inverted-V,77,7.65,32.96,31.15,81.38,0.011,65.1,0.01,0.62,0.67
2024-04-07,Inverted-V,93,7.65,32.96,28.15,82.33,0.011,65.86,0.009,0.62,0.67
2024-04-08,Flat,62,6.79,32.6,36.77,79.6,0.01,63.68,0.008,0.54,0.67
2024-04-08,Flat,77,6.79,32.6,32.77,80.87,0.01,64.69,0.008,0.55,0.67
2024-04-08,Flat,93,6.79,32.6,29.77,81.82,0.01,65.45,0.008,0.55,0.67
2024-04-08,V-Shape,62,7.13,32.6,35.78,79.92,0.011,63.93,0.009,0.57,0.67
2024-04-08,V-Shape,77,7.13,32.6,31.78,81.18,0.011,64.95,0.009,0.58,0.67
2024-04-08,V-Shape,93,7.13,32.6,28.78,82.13,0.011,65.71,0.009,0.58,0.67
2024-04-08,Inverted-V,62,7.34,32.6,34.78,80.23,0.011,64.18,0.009,0.59,0.67
2024-04-08,Inverted-V,77,7.34,32.6,30.78,81.5,0.011,65.2,0.009,0.59,0.67
2024-04-08,Inverted-V,93,7.34,32.6,27.78,82.45,0.011,65.96,0.009,0.6,0.67
2024-04-09,Flat,62,6.69,32.54,36.71,79.62,0.01,63.7,0.008,0.53,0.67
2024-04-09,Flat,77,6.69,32.54,32.71,80.89,0.01,64.71,0.008,0.54,0.67
2024-04-09,Flat,93,6.69,32.54,29.71,81.84,0.01,65.47,0.008,0.54,0.67
2024-04-09,V-Shape,62,7.03,32.54,35.72,79.93,0.01,63.95,0.009,0.56,0.67
2024-04-09,V-Shape,77,7.03,32.54,31.72,81.2,0.01,64.96,0.009,0.57,0.67
2024-04-09,V-Shape,93,7.03,32.54,28.72,82.15,0.01,65.72,0.009,0.57,0.67
2024-04-09,Inverted-V,62,7.23,32.54,34.72,80.25,0.011,64.2,0.009,0.58,0.67
2024-04-09,Inverted-V,77,7.23,32.54,30.72,81.52,0.011,65.21,0.009,0.59,0.67
2024-04-09,Inverted-V,93,7.23,32.54,27.72,82.47,0.011,65.97,0.009,0.59,0.67
2024-04-10,Flat,62,6.95,32.15,36.32,79.74,0.01,63.79,0.009,0.55,0.67
2024-04-10,Flat,77,6.95,32.15,32.32,81.01,0.01,64.81,0.009,0.56,0.67
2024-04-10,Flat,93,6.95,32.15,29.32,81.96,0.01,65.57,0.009,0.57,0.67
2024-04-10,V-Shape,62,7.29,32.15,35.33,80.06,0.011,64.05,0.009,0.58,0.67
2024-04-10,V-Shape,77,7.29,32.15,31.33,81.32,0.011,65.06,0.009,0.59,0.67
2024-04-10,V-Shape,93,7.29,32.15,28.33,82.27,0.011,65.82,0.009,0.6,0.67
2024-04-10,Inverted-V,62,7.5,32.15,34.34,80.37,0.011,64.3,0.009,0.6,0.67
2024-04-10,Inverted-V,77,7.5,32.15,30.34,81.64,0.011,65.31,0.009,0.61,0.67
2024-04-10,Inverted-V,93,7.5,32.15,27.34,82.59,0.011,66.07,0.009,0.61,0.67
2024-04-11,Flat,62,6.16,32.6,36.75,79.61,0.009,63.68,0.008,0.49,0.67
2024-04-11,Flat,77,6.16,32.6,32.75,80.87,0.009,64.7,0.008,0.5,0.67
2024-04-11,Flat,93,6.16,32.6,29.75,81.82,0.009,65.46,0.008,0.5,0.67
2024-04-11,V-Shape,62,6.46,32.6,35.76,79.92,0.01,63.94,0.008,0.52,0.67
2024-04-11,V-Shape,77,6.46,32.6,31.76,81.19,0.01,64.95,0.008,0.52,0.67
2024-04-11,V-Shape,93,6.46,32.6,28.76,82.14,0.01,65.71,0.008,0.53,0.67
2024-04-11,Inverted-V,62,6.65,32.6,34.77,80.24,0.01,64.19,0.008,0.53,0.67
2024-04-11,Inverted-V,77,6.65,32.6,30.77,81.5,0.01,65.2,0.008,0.54,0.67
2024-04-11,Inverted-V,93,6.65,32.6,27.77,82.45,0.01,65.96,0.008,0.54,0.67
2024-04-13,Flat,62,5.47,30.71,34.85,80.21,0.008,64.17,0.007,0.44,0.67
2024-04-13,Flat,77,5.47,30.71,30.85,81.48,0.008,65.18,0.007,0.44,0.67
2024-04-13,Flat,93,5.47,30.71,27.85,82.43,0.008,65.94,0.007,0.45,0.67
2024-04-13,V-Shape,62,5.75,30.71,33.85,80.52,0.009,64.42,0.007,0.46,0.67
2024-04-13,V-Shape,77,5.75,30.71,29.85,81.79,0.009,65.43,0.007,0.47,0.67
2024-04-13,V-Shape,93,5.75,30.71,26.85,82.74,0.008,66.19,0.007,0.47,0.67
2024-04-13,Inverted-V,62,5.91,30.71,32.86,80.84,0.009,64.67,0.007,0.48,0.67
2024-04-13,Inverted-V,77,5.91,30.71,28.86,82.11,0.009,65.69,0.007,0.48,0.67
2024-04-13,Inverted-V,93,5.91,30.71,25.86,83.06,0.009,66.45,0.007,0.49,0.67
2024-04-14,Flat,62,6.62,30.74,34.91,80.19,0.01,64.15,0.008,0.53,0.67
2024-04-14,Flat,77,6.62,30.74,30.91,81.46,0.01,65.17,0.008,0.54,0.67
2024-04-14,Flat,93,6.62,30.74,27.91,82.41,0.01,65.93,0.008,0.54,0.67
2024-04-14,V-Shape,62,6.95,30.74,33.91,80.51,0.01,64.4,0.009,0.56,0.67
2024-04-14,V-Shape,77,6.95,30.74,29.91,81.77,0.01,65.42,0.009,0.56,0.67
2024-04-14,V-Shape,93,6.95,30.74,26.91,82.72,0.01,66.18,0.009,0.57,0.67
2024-04-14,Inverted-V,62,7.15,30.74,32.92,80.82,0.011,64.66,0.009,0.58,0.67
2024-04-14,Inverted-V,77,7.15,30.74,28.92,82.09,0.011,65.67,0.009,0.58,0.67
2024-04-14,Inverted-V,93,7.15,30.74,25.92,83.04,0.011,66.43,0.009,0.59,0.67
2024-04-15,Flat,62,5.37,30.63,34.76,80.24,0.008,64.19,0.007,0.43,0.67
2024-04-15,Flat,77,5.37,30.63,30.76,81.5,0.008,65.2,0.007,0.44,0.67
2024-04-15,Flat,93,5.37,30.63,27.76,82.45,0.008,65.96,0.007,0.44,0.67
2024-04-15,V-Shape,62,5.64,30.63,33.77,80.55,0.008,64.44,0.007,0.45,0.67
2024-04-15,V-Shape,77,5.64,30.63,29.77,81.82,0.008,65.45,0.007,0.46,0.67
2024-04-15,V-Shape,93,5.64,30.63,26.77,82.77,0.008,66.21,0.007,0.46,0.67
2024-04-15,Inverted-V,62,5.8,30.63,32.77,80.87,0.009,64.69,0.007,0.47,0.67
2024-04-15,Inverted-V,77,5.8,30.63,28.77,82.13,0.009,65.71,0.007,0.47,0.67
2024-04-15,Inverted-V,93,5.8,30.63,25.77,83.08,0.009,66.47,0.007,0.48,0.67
2024-04-16,Flat,62,5.68,31.31,35.45,80.02,0.008,64.01,0.007,0.45,0.67
2024-04-16,Flat,77,5.68,31.31,31.45,81.28,0.008,65.03,0.007,0.46,0.67
2024-04-16,Flat,93,5.68,31.31,28.45,82.23,0.008,65.79,0.007,0.46,0.67
2024-04-16,V-Shape,62,5.97,31.31,34.46,80.33,0.009,64.27,0.007,0.48,0.67
2024-04-16,V-Shape,77,5.97,31.31,30.46,81.6,0.009,65.28,0.007,0.48,0.67
2024-04-16,V-Shape,93,5.97,31.31,27.46,82.55,0.009,66.04,0.007,0.49,0.67
2024-04-16,Inverted-V,62,6.14,31.31,33.46,80.65,0.009,64.52,0.008,0.49,0.67
2024-04-16,Inverted-V,77,6.14,31.31,29.46,81.91,0.009,65.53,0.008,0.5,0.67
2024-04-16,Inverted-V,93,6.14,31.31,26.46,82.86,0.009,66.29,0.008,0.5,0.67
2024-04-17,Flat,62,6.67,32.14,36.31,79.75,0.01,63.8,0.008,0.53,0.67
2024-04-17,Flat,77,6.67,32.14,32.31,81.01,0.01,64.81,0.008,0.54,0.67
2024-04-17,Flat,93,6.67,32.14,29.31,81.96,0.01,65.57,0.008,0.54,0.67
2024-04-17,V-Shape,62,7.0,32.14,35.31,80.06,0.01,64.05,0.009,0.56,0.67
2024-04-17,V-Shape,77,7.0,32.14,31.31,81.33,0.01,65.06,0.009,0.57,0.67
2024-04-17,V-Shape,93,7.0,32.14,28.31,82.28,0.01,65.82,0.009,0.57,0.67
2024-04-17,Inverted-V,62,7.2,32.14,34.32,80.38,0.011,64.3,0.009,0.58,0.67
2024-04-17,Inverted-V,77,7.2,32.14,30.32,81.64,0.011,65.31,0.009,0.58,0.67
2024-04-17,Inverted-V,93,7.2,32.14,27.32,82.59,0.011,66.07,0.009,0.59,0.67
2024-04-18,Flat,62,6.1,32.71,36.86,79.57,0.009,63.66,0.008,0.49,0.67
2024-04-18,Flat,77,6.1,32.71,32.86,80.84,0.009,64.67,0.008,0.49,0.67
2024-04-18,Flat,93,6.1,32.71,29.86,81.79,0.009,65.43,0.008,0.5,0.67
2024-04-18,V-Shape,62,6.4,32.71,35.87,79.89,0.01,63.91,0.008,0.51,0.67
2024-04-18,V-Shape,77,6.4,32.71,31.87,81.15,0.01,64.92,0.008,0.52,0.67
2024-04-18,V-Shape,93,6.4,32.71,28.87,82.1,0.009,65.68,0.008,0.52,0.67
2024-04-18,Inverted-V,62,6.58,32.71,34.87,80.2,0.01,64.16,0.008,0.53,0.67
2024-04-18,Inverted-V,77,6.58,32.71,30.87,81.47,0.01,65.17,0.008,0.53,0.67
2024-04-18,Inverted-V,93,6.58,32.71,27.87,82.42,0.01,65.93,0.008,0.54,0.67
2024-04-19,Flat,62,5.56,32.73,36.87,79.57,0.008,63.66,0.007,0.44,0.67
2024-04-19,Flat,77,5.56,32.73,32.87,80.84,0.008,64.67,0.007,0.45,0.67
2024-04-19,Flat,93,5.56,32.73,29.87,81.79,0.008,65.43,0.007,0.45,0.67
2024-04-19,V-Shape,62,5.84,32.73,35.88,79.88,0.009,63.91,0.007,0.47,0.67
2024-04-19,V-Shape,77,5.84,32.73,31.88,81.15,0.009,64.92,0.007,0.47,0.67
2024-04-19,V-Shape,93,5.84,32.73,28.88,82.1,0.009,65.68,0.007,0.48,0.67
2024-04-19,Inverted-V,62,6.01,32.73,34.88,80.2,0.009,64.16,0.007,0.48,0.67
2024-04-19,Inverted-V,77,6.01,32.73,30.88,81.47,0.009,65.17,0.007,0.49,0.67
2024-04-19,Inverted-V,93,6.01,32.73,27.88,82.42,0.009,65.93,0.007,0.49,0.67
2024-04-20,Flat,62,6.15,33.88,38.03,79.2,0.009,63.36,0.008,0.49,0.67
2024-04-20,Flat,77,6.15,33.88,34.03,80.47,0.009,64.37,0.008,0.49,0.67
2024-04-20,Flat,93,6.15,33.88,31.03,81.42,0.009,65.13,0.008,0.5,0.67
2024-04-20,V-Shape,62,6.46,33.88,37.04,79.52,0.01,63.61,0.008,0.51,0.67
2024-04-20,V-Shape,77,6.46,33.88,33.04,80.78,0.01,64.63,0.008,0.52,0.67
2024-04-20,V-Shape,93,6.46,33.88,30.04,81.73,0.01,65.39,0.008,0.52,0.67
2024-04-20,Inverted-V,62,6.65,33.88,36.05,79.83,0.01,63.86,0.008,0.53,0.67
2024-04-20,Inverted-V,77,6.65,33.88,32.05,81.1,0.01,64.88,0.008,0.54,0.67
2024-04-20,Inverted-V,93,6.65,33.88,29.05,82.05,0.01,65.64,0.008,0.54,0.67
2024-04-21,Flat,62,6.32,33.65,37.81,79.27,0.009,63.42,0.008,0.5,0.67
2024-04-21,Flat,77,6.32,33.65,33.81,80.54,0.009,64.43,0.008,0.51,0.67
2024-04-21,Flat,93,6.32,33.65,30.81,81.49,0.009,65.19,0.008,0.51,0.67
2024-04-21,V-Shape,62,6.64,33.65,36.82,79.59,0.01,63.67,0.008,0.53,0.67
2024-04-21,V-Shape,77,6.64,33.65,32.82,80.85,0.01,64.68,0.008,0.54,0.67
2024-04-21,V-Shape,93,6.64,33.65,29.82,81.8,0.01,65.44,0.008,0.54,0.67
2024-04-21,Inverted-V,62,6.83,33.65,35.82,79.9,0.01,63.92,0.009,0.55,0.67
2024-04-21,Inverted-V,77,6.83,33.65,31.82,81.17,0.01,64.93,0.009,0.55,0.67
2024-04-21,Inverted-V,93,6.83,33.65,28.82,82.12,0.01,65.69,0.008,0.56,0.67
2024-04-22,Flat,62,6.12,32.99,37.14,79.48,0.009,63.59,0.008,0.49,0.67
2024-04-22,Flat,77,6.12,32.99,33.14,80.75,0.009,64.6,0.008,0.49,0.67
2024-04-22,Flat,93,6.12,32.99,30.14,81.7,0.009,65.36,0.008,0.5,0.67
2024-04-22,V-Shape,62,6.42,32.99,36.15,79.8,0.01,63.84,0.008,0.51,0.67
2024-04-22,V-Shape,77,6.42,32.99,32.15,81.06,0.01,64.85,0.008,0.52,0.67
2024-04-22,V-Shape,93,6.42,32.99,29.15,82.01,0.01,65.61,0.008,0.52,0.67
2024-04-22,Inverted-V,62,6.6,32.99,35.16,80.11,0.01,64.09,0.008,0.53,0.67
2024-04-22,Inverted-V,77,6.6,32.99,31.16,81.38,0.01,65.1,0.008,0.53,0.67
2024-04-22,Inverted-V,93,6.6,32.99,28.16,82.33,0.01,65.86,0.008,0.54,0.67
2024-04-23,Flat,62,6.35,33.22,37.38,79.41,0.009,63.53,0.008,0.5,0.67
2024-04-23,Flat,77,6.35,33.22,33.38,80.67,0.009,64.54,0.008,0.51,0.67
2024-04-23,Flat,93,6.35,33.22,30.38,81.62,0.009,65.3,0.008,0.52,0.67
2024-04-23,V-Shape,62,6.67,33.22,36.39,79.72,0.01,63.78,0.008,0.53,0.67
2024-04-23,V-Shape,77,6.67,33.22,32.39,80.99,0.01,64.79,0.008,0.54,0.67
2024-04-23,V-Shape,93,6.67,33.22,29.39,81.94,0.01,65.55,0.008,0.54,0.67
2024-04-23,Inverted-V,62,6.86,33.22,35.39,80.04,0.01,64.03,0.009,0.55,0.67
2024-04-23,Inverted-V,77,6.86,33.22,31.39,81.3,0.01,65.04,0.009,0.56,0.67
2024-04-23,Inverted-V,93,6.86,33.22,28.39,82.25,0.01,65.8,0.009,0.56,0.67
2024-04-24,Flat,62,6.5,32.2,36.36,79.73,0.01,63.78,0.008,0.52,0.67
2024-04-24,Flat,77,6.5,32.2,32.36,81.0,0.01,64.8,0.008,0.52,0.67
2024-04-24,Flat,93,6.5,32.2,29.36,81.95,0.01,65.56,0.008,0.53,0.67
2024-04-24,V-Shape,62,6.83,32.2,35.37,80.04,0.01,64.04,0.009,0.55,0.67
2024-04-24,V-Shape,77,6.83,32.2,31.37,81.31,0.01,65.05,0.008,0.55,0.67
2024-04-24,V-Shape,93,6.83,32.2,28.37,82.26,0.01,65.81,0.008,0.56,0.67
2024-04-24,Inverted-V,62,7.02,32.2,34.38,80.36,0.01,64.29,0.009,0.56,0.67
2024-04-24,Inverted-V,77,7.02,32.2,30.38,81.63,0.01,65.3,0.009,0.57,0.67
2024-04-24,Inverted-V,93,7.02,32.2,27.38,82.58,0.01,66.06,0.009,0.57,0.67
2024-04-25,Flat,62,6.7,31.83,36.0,79.85,0.01,63.88,0.008,0.53,0.67
2024-04-25,Flat,77,6.7,31.83,32.0,81.11,0.01,64.89,0.008,0.54,0.67
2024-04-25,Flat,93,6.7,31.83,29.0,82.06,0.01,65.65,0.008,0.55,0.67
2024-04-25,V-Shape,62,7.04,31.83,35.01,80.16,0.01,64.13,0.009,0.56,0.67
2024-04-25,V-Shape,77,7.04,31.83,31.01,81.43,0.01,65.14,0.009,0.57,0.67
2024-04-25,V-Shape,93,7.04,31.83,28.01,82.38,0.01,65.9,0.009,0.57,0.67
2024-04-25,Inverted-V,62,7.24,31.83,34.01,80.47,0.011,64.38,0.009,0.58,0.67
2024-04-25,Inverted-V,77,7.24,31.83,30.01,81.74,0.011,65.39,0.009,0.59,0.67
2024-04-25,Inverted-V,93,7.24,31.83,27.01,82.69,0.011,66.15,0.009,0.59,0.67
2024-04-26,Flat,62,6.81,32.94,37.11,79.49,0.01,63.59,0.009,0.54,0.67
2024-04-26,Flat,77,6.81,32.94,33.11,80.76,0.01,64.61,0.008,0.55,0.67
2024-04-26,Flat,93,6.81,32.94,30.11,81.71,0.01,65.37,0.008,0.55,0.67
2024-04-26,V-Shape,62,7.15,32.94,36.12,79.81,0.011,63.85,0.009,0.57,0.67
2024-04-26,V-Shape,77,7.15,32.94,32.12,81.07,0.011,64.86,0.009,0.58,0.67
2024-04-26,V-Shape,93,7.15,32.94,29.12,82.02,0.011,65.62,0.009,0.58,0.67
2024-04-26,Inverted-V,62,7.35,32.94,35.12,80.12,0.011,64.1,0.009,0.59,0.67
2024-04-26,Inverted-V,77,7.35,32.94,31.12,81.39,0.011,65.11,0.009,0.6,0.67
2024-04-26,Inverted-V,93,7.35,32.94,28.12,82.34,0.011,65.87,0.009,0.6,0.67
2024-04-27,Flat,62,6.63,33.28,37.45,79.39,0.01,63.51,0.008,0.53,0.67
2024-04-27,Flat,77,6.63,33.28,33.45,80.65,0.01,64.52,0.008,0.53,0.67
2024-04-27,Flat,93,6.63,33.28,30.45,81.6,0.01,65.28,0.008,0.54,0.67
2024-04-27,V-Shape,62,6.96,33.28,36.45,79.7,0.01,63.76,0.009,0.55,0.67
2024-04-27,V-Shape,77,6.96,33.28,32.45,80.97,0.01,64.77,0.009,0.56,0.67
2024-04-27,V-Shape,93,6.96,33.28,29.45,81.92,0.01,65.53,0.009,0.57,0.67
2024-04-27,Inverted-V,62,7.16,33.28,35.46,80.02,0.011,64.01,0.009,0.57,0.67
2024-04-27,Inverted-V,77,7.16,33.28,31.46,81.28,0.011,65.03,0.009,0.58,0.67
2024-04-27,Inverted-V,93,7.16,33.28,28.46,82.23,0.011,65.79,0.009,0.58,0.67
2024-04-28,Flat,62,6.35,33.28,37.44,79.39,0.009,63.51,0.008,0.5,0.67
2024-04-28,Flat,77,6.35,33.28,33.44,80.66,0.009,64.52,0.008,0.51,0.67
2024-04-28,Flat,93,6.35,33.28,30.44,81.61,0.009,65.28,0.008,0.51,0.67
2024-04-28,V-Shape,62,6.66,33.28,36.45,79.7,0.01,63.76,0.008,0.53,0.67
2024-04-28,V-Shape,77,6.66,33.28,32.45,80.97,0.01,64.78,0.008,0.54,0.67
2024-04-28,V-Shape,93,6.66,33.28,29.45,81.92,0.01,65.54,0.008,0.54,0.67
2024-04-28,Inverted-V,62,6.85,33.28,35.45,80.02,0.01,64.01,0.009,0.55,0.67
2024-04-28,Inverted-V,77,6.85,33.28,31.45,81.29,0.01,65.03,0.009,0.55,0.67
2024-04-28,Inverted-V,93,6.85,33.28,28.45,82.24,0.01,65.79,0.009,0.56,0.67
2024-04-29,Flat,62,6.62,32.99,37.16,79.48,0.01,63.58,0.008,0.53,0.67
2024-04-29,Flat,77,6.62,32.99,33.16,80.75,0.01,64.6,0.008,0.53,0.67
2024-04-29,Flat,93,6.62,32.99,30.16,81.7,0.01,65.36,0.008,0.54,0.67
2024-04-29,V-Shape,62,6.95,32.99,36.16,79.79,0.01,63.83,0.009,0.55,0.67
2024-04-29,V-Shape,77,6.95,32.99,32.16,81.06,0.01,64.85,0.009,0.56,0.67
2024-04-29,V-Shape,93,6.95,32.99,29.16,82.01,0.01,65.61,0.009,0.57,0.67
2024-04-29,Inverted-V,62,7.15,32.99,35.17,80.11,0.011,64.09,0.009,0.57,0.67
2024-04-29,Inverted-V,77,7.15,32.99,31.17,81.37,0.011,65.1,0.009,0.58,0.67
2024-04-29,Inverted-V,93,7.15,32.99,28.17,82.32,0.011,65.86,0.009,0.58,0.67
2024-04-30,Flat,62,5.9,33.75,37.9,79.24,0.009,63.4,0.007,0.47,0.67
2024-04-30,Flat,77,5.9,33.75,33.9,80.51,0.009,64.41,0.007,0.47,0.67
2024-04-30,Flat,93,5.9,33.75,30.9,81.46,0.009,65.17,0.007,0.48,0.67
2024-04-30,V-Shape,62,6.2,33.75,36.9,79.56,0.009,63.65,0.008,0.49,0.67
2024-04-30,V-Shape,77,6.2,33.75,32.9,80.82,0.009,64.66,0.008,0.5,0.67
2024-04-30,V-Shape,93,6.2,33.75,29.9,81.77,0.009,65.42,0.008,0.5,0.67
2024-04-30,Inverted-V,62,6.37,33.75,35.91,79.87,0.01,63.9,0.008,0.51,0.67
2024-04-30,Inverted-V,77,6.37,33.75,31.91,81.14,0.009,64.91,0.008,0.52,0.67
2024-04-30,Inverted-V,93,6.37,33.75,28.91,82.09,0.009,65.67,0.008,0.52,0.67
2024-05-01,Flat,62,6.16,34.25,38.4,79.08,0.009,63.27,0.008,0.49,0.67
2024-05-01,Flat,77,6.16,34.25,34.4,80.35,0.009,64.28,0.008,0.49,0.67
2024-05-01,Flat,93,6.16,34.25,31.4,81.3,0.009,65.04,0.008,0.5,0.67
2024-05-01,V-Shape,62,6.47,34.25,37.41,79.4,0.01,63.52,0.008,0.51,0.67
2024-05-01,V-Shape,77,6.47,34.25,33.41,80.66,0.01,64.53,0.008,0.52,0.67
2024-05-01,V-Shape,93,6.47,34.25,30.41,81.61,0.01,65.29,0.008,0.53,0.67
2024-05-01,Inverted-V,62,6.66,34.25,36.42,79.71,0.01,63.77,0.008,0.53,0.67
2024-05-01,Inverted-V,77,6.66,34.25,32.42,80.98,0.01,64.78,0.008,0.54,0.67
2024-05-01,Inverted-V,93,6.66,34.25,29.42,81.93,0.01,65.54,0.008,0.54,0.67
2024-05-02,Flat,62,6.35,34.65,38.81,78.96,0.01,63.16,0.008,0.5,0.67
2024-05-02,Flat,77,6.35,34.65,34.81,80.22,0.009,64.18,0.008,0.51,0.67
2024-05-02,Flat,93,6.35,34.65,31.81,81.17,0.009,64.94,0.008,0.51,0.67
2024-05-02,V-Shape,62,6.67,34.65,37.82,79.27,0.01,63.42,0.008,0.53,0.67
2024-05-02,V-Shape,77,6.67,34.65,33.82,80.54,0.01,64.43,0.008,0.54,0.67
2024-05-02,V-Shape,93,6.67,34.65,30.82,81.49,0.01,65.19,0.008,0.54,0.67
2024-05-02,Inverted-V,62,6.86,34.65,36.82,79.58,0.01,63.67,0.009,0.55,0.67
2024-05-02,Inverted-V,77,6.86,34.65,32.82,80.85,0.01,64.68,0.009,0.55,0.67
2024-05-02,Inverted-V,93,6.86,34.65,29.82,81.8,0.01,65.44,0.009,0.56,0.67
2024-05-03,Flat,62,5.58,34.83,38.97,78.9,0.008,63.12,0.007,0.44,0.67
2024-05-03,Flat,77,5.58,34.83,34.97,80.17,0.008,64.14,0.007,0.45,0.67
2024-05-03,Flat,93,5.58,34.83,31.97,81.12,0.008,64.9,0.007,0.45,0.67
2024-05-03,V-Shape,62,5.86,34.83,37.98,79.22,0.009,63.38,0.007,0.46,0.67
2024-05-03,V-Shape,77,5.86,34.83,33.98,80.49,0.009,64.39,0.007,0.47,0.67
2024-05-03,V-Shape,93,5.86,34.83,30.98,81.44,0.009,65.15,0.007,0.47,0.67
2024-05-03,Inverted-V,62,6.02,34.83,36.98,79.53,0.009,63.63,0.008,0.48,0.67
2024-05-03,Inverted-V,77,6.02,34.83,32.98,80.8,0.009,64.64,0.008,0.49,0.67
